time,C_atm,C_active,C_deep,T_s,forcing
1.039000000000000057e+02,1.241249707172177978e+03,1.502743689449613100e+02,7.974868174750444041e+02,-4.484893568675745712e+01,1.380499999999999972e+01
1.040000000000000000e+02,1.241345706730147640e+03,1.502640238718663284e+02,7.974868174748988849e+02,-4.484869966855361412e+01,1.380000000000000071e+01
1.041000000000000085e+02,1.241441014500031770e+03,1.502536792783945714e+02,7.974868174747532521e+02,-4.484846514120057037e+01,1.379499999999999993e+01
1.042000000000000028e+02,1.241535631861702313e+03,1.502433351660099561e+02,7.974868174746077329e+02,-4.484823210135004956e+01,1.378999999999999915e+01
1.043000000000000114e+02,1.241629560192160397e+03,1.502329915361725625e+02,7.974868174744622138e+02,-4.484800054566449745e+01,1.378500000000000014e+01
1.044000000000000057e+02,1.241722800865535874e+03,1.502226483903385770e+02,7.974868174743165810e+02,-4.484777047081710322e+01,1.377999999999999936e+01
1.045000000000000000e+02,1.241815355222085827e+03,1.502123057299008053e+02,7.974868174741709481e+02,-4.484754187379375878e+01,1.377500000000000036e+01
1.046000000000000085e+02,1.241907224714342419e+03,1.502019635564695648e+02,7.974868174740253153e+02,-4.484731475046951488e+01,1.376999999999999957e+01
1.047000000000000028e+02,1.241998410662452443e+03,1.501916218714023046e+02,7.974868174738796824e+02,-4.484708909799167742e+01,1.376500000000000057e+01
1.048000000000000114e+02,1.242088914431190915e+03,1.501812806761440129e+02,7.974868174737340496e+02,-4.484686491305562583e+01,1.375999999999999979e+01
1.049000000000000057e+02,1.242178737382478630e+03,1.501709399721358125e+02,7.974868174735884168e+02,-4.484664219236729821e+01,1.375499999999999901e+01
1.050000000000000000e+02,1.242267880875386936e+03,1.501605997608150744e+02,7.974868174734426702e+02,-4.484642093264316287e+01,1.375000000000000000e+01
1.051000000000000085e+02,1.242356346266143646e+03,1.501502600436153898e+02,7.974868174732970374e+02,-4.484620113061015445e+01,1.374499999999999922e+01
1.052000000000000028e+02,1.242444134908139176e+03,1.501399208219665127e+02,7.974868174731512909e+02,-4.484598278300560992e+01,1.374000000000000021e+01
1.053000000000000114e+02,1.242531248151931322e+03,1.501295820972945023e+02,7.974868174730055443e+02,-4.484576588657721175e+01,1.373499999999999943e+01
1.054000000000000057e+02,1.242617687345251397e+03,1.501192438710215811e+02,7.974868174728597978e+02,-4.484555043808296659e+01,1.373000000000000043e+01
1.055000000000000000e+02,1.242703453833010144e+03,1.501089061445663617e+02,7.974868174727140513e+02,-4.484533643429109873e+01,1.372499999999999964e+01
1.056000000000000085e+02,1.242788548957302964e+03,1.500985689193435917e+02,7.974868174725683048e+02,-4.484512387198002870e+01,1.371999999999999886e+01
1.057000000000000028e+02,1.242872974057415149e+03,1.500882321967643520e+02,7.974868174724224446e+02,-4.484491274793832361e+01,1.371499999999999986e+01
1.058000000000000114e+02,1.242956730469828472e+03,1.500778959782360005e+02,7.974868174722766980e+02,-4.484470305896461184e+01,1.370999999999999908e+01
1.059000000000000057e+02,1.243039819528226644e+03,1.500675602651622569e+02,7.974868174721308378e+02,-4.484449480186755466e+01,1.370500000000000007e+01
1.060000000000000000e+02,1.243122242563597183e+03,1.500572250589432315e+02,7.974868174719849776e+02,-4.484428797346534878e+01,1.369999999999999929e+01
1.061000000000000085e+02,1.243204000912783613e+03,1.500468903609902895e+02,7.974868174718391174e+02,-4.484408257054685976e+01,1.369500000000000028e+01
1.062000000000000028e+02,1.243285095907813002e+03,1.500365561727076340e+02,7.974868174716932572e+02,-4.484387858992008091e+01,1.368999999999999950e+01
1.063000000000000114e+02,1.243365528872738196e+03,1.500262224954868202e+02,7.974868174715473970e+02,-4.484367602842636558e+01,1.368499999999999872e+01
